component,protein,clean_score,corrupt_score,delta_d_proj,frac_of_total
attn_L9_H14,3C8MA,-0.081752,-0.425432,0.343681,0.017443
attn_L9_H14,3EYEA,0.137815,-0.358378,0.496193,0.034401
attn_L9_H14,3FF9A,0.175560,0.122419,0.053140,0.009084
attn_L9_H14,3FZ4A,-0.372620,-0.356786,-0.015834,-0.001827
attn_L9_H14,3G5TA,-0.153270,-0.333307,0.180037,0.008935
attn_L9_H14,3GX8A,-0.272067,-0.071965,-0.200102,-0.020549
attn_L9_H14,3JRNA,0.074390,-0.749755,0.824145,0.049929
attn_L9_H14,3L51A,-0.039853,-0.355539,0.315686,0.033789
attn_L9_H14,3LWXA,-0.006701,-0.093894,0.087192,0.013363
attn_L9_H14,3N08A,-0.170175,-0.401093,0.230918,0.023658
attn_L9_H14,3NY7A,-0.027699,-0.120091,0.092392,0.008518
attn_L9_H14,3PU9A,0.121355,-0.221519,0.342873,0.023200
attn_L9_H14,3R6DA,0.066240,-0.475889,0.542129,0.039764
attn_L9_H14,3RHBA,-0.154445,-0.881284,0.726840,0.054154
attn_L9_H14,3ZSJA,0.086744,-0.586406,0.673150,0.052159
attn_L9_H14,4GS1A,-0.124024,-0.286608,0.162584,0.021154
attn_L9_H14,4I8HA,0.012783,-0.428332,0.441115,0.067759
attn_L9_H14,4K8WA,0.081806,0.032629,0.049177,0.005587
attn_L9_H14,4LBHA,0.446666,0.796935,-0.350270,-0.040117
attn_L9_H14,4LH6A,-0.020674,0.003291,-0.023964,-0.001474
attn_L9_H14,4MUOA,0.066788,-0.616915,0.683703,0.033250
attn_L9_H14,4MZCA,-0.285441,-0.082578,-0.202863,-0.023833
attn_L9_H14,4PEDA,-0.469500,-0.663507,0.194006,0.007642
attn_L9_H14,4RVCA,0.089955,0.119421,-0.029466,-0.002525
attn_L9_H14,4TL6A,0.004001,0.002330,0.001671,0.000113
attn_L9_H14,4WBJA,0.080330,-0.422389,0.502719,0.043872
attn_L9_H14,4XRAA,0.171086,-0.132928,0.304014,0.014427
attn_L9_H14,5AJGA,0.048498,-0.468271,0.516770,0.032970
attn_L9_H15,1CUKA,0.809802,0.606772,0.203030,0.015743
attn_L9_H15,1F86A,0.072215,0.000737,0.071477,0.006060
attn_L9_H15,1G3QA,0.552991,0.835909,-0.282918,-0.018353
attn_L9_H15,1H4XA,-0.686995,0.177139,-0.864134,-0.036905
attn_L9_H15,1HDKA,0.347796,0.506362,-0.158567,-0.014105
attn_L9_H15,1KMVA,0.265438,0.594231,-0.328794,-0.018715
attn_L9_H15,1S3CA,0.105243,0.075714,0.029529,0.004517
attn_L9_H15,1T2WA,0.164172,0.357821,-0.193649,-0.041578
attn_L9_H15,1U2KA,0.009374,0.422943,-0.413568,-0.028426
attn_L9_H15,2CZQA,0.003207,-0.469632,0.472839,0.032214
attn_L9_H15,2D2EA,-0.134370,-0.080683,-0.053687,-0.003330
attn_L9_H15,2D59A,0.060789,-0.202787,0.263576,0.028413
attn_L9_H15,2D5MA,-0.025615,0.362850,-0.388465,-0.032077
attn_L9_H15,2DYIA,-0.064571,0.224052,-0.288623,-0.028802
attn_L9_H15,2GK4A,0.592604,0.717607,-0.125003,-0.014145
attn_L9_H15,2II1A,-0.210402,0.121160,-0.331561,-0.024593
attn_L9_H15,2O2KA,-0.013735,0.011730,-0.025465,-0.004212
attn_L9_H15,2OZEA,0.467580,0.208361,0.259220,0.026562
attn_L9_H15,2PJZA,-0.199291,0.492964,-0.692255,-0.051672
attn_L9_H15,2WAWA,-0.002307,0.009359,-0.011667,-0.000672
attn_L9_H15,2YC3A,0.573945,0.648196,-0.074251,-0.007100
attn_L9_H15,3BZMA,0.211411,0.066483,0.144928,0.050640
attn_L9_H15,3C8MA,-0.025438,0.185086,-0.210524,-0.010685
attn_L9_H15,3EYEA,0.150329,0.015956,0.134373,0.009316
attn_L9_H15,3FF9A,0.828525,1.037541,-0.209016,-0.035729
attn_L9_H15,3FZ4A,0.133113,-0.434922,0.568036,0.065538
attn_L9_H15,3G5TA,-0.193596,0.237121,-0.430717,-0.021375
attn_L9_H15,3GX8A,0.545661,0.237846,0.307815,0.031610
attn_L9_H15,3JRNA,0.289882,0.396420,-0.106538,-0.006454
attn_L9_H15,3L51A,0.420712,0.350086,0.070626,0.007559
attn_L9_H15,3LWXA,0.290603,0.039418,0.251185,0.038496
attn_L9_H15,3N08A,-0.052159,-0.039731,-0.012428,-0.001273
attn_L9_H15,3NY7A,-0.388479,0.161591,-0.550071,-0.050710
attn_L9_H15,3PU9A,2.567772,-0.087196,2.654968,0.179642
attn_L9_H15,3R6DA,0.143882,0.475175,-0.331293,-0.024300
attn_L9_H15,3RHBA,0.753080,0.467365,0.285714,0.021287
attn_L9_H15,3ZSJA,-0.032040,0.253978,-0.286018,-0.022162
attn_L9_H15,4GS1A,0.133946,-0.077315,0.211262,0.027487
attn_L9_H15,4I8HA,0.334149,0.224311,0.109838,0.016872
attn_L9_H15,4K8WA,-0.334659,0.087251,-0.421910,-0.047933
attn_L9_H15,4LBHA,0.680766,0.640167,0.040599,0.004650
attn_L9_H15,4LH6A,1.110903,0.549008,0.561895,0.034571
attn_L9_H15,4MUOA,0.502090,0.398014,0.104076,0.005061
attn_L9_H15,4MZCA,0.414556,0.435998,-0.021442,-0.002519
attn_L9_H15,4PEDA,0.841150,0.143880,0.697271,0.027466
attn_L9_H15,4RVCA,-0.013291,0.557757,-0.571049,-0.048935
attn_L9_H15,4TL6A,-0.262557,-0.203593,-0.058964,-0.004002
attn_L9_H15,4WBJA,-0.055236,0.531562,-0.586798,-0.051209
attn_L9_H15,4XRAA,0.400214,0.206195,0.194019,0.009207
attn_L9_H15,5AJGA,0.711053,-0.203124,0.914177,0.058325
attn_L9_H16,1CUKA,0.376684,0.107453,0.269231,0.020876
attn_L9_H16,1F86A,-0.138383,-0.110080,-0.028302,-0.002400
attn_L9_H16,1G3QA,-0.094715,-0.093021,-0.001693,-0.000110
attn_L9_H16,1H4XA,-0.051642,-0.422337,0.370695,0.015831
attn_L9_H16,1HDKA,0.285974,0.277764,0.008210,0.000730
attn_L9_H16,1KMVA,-0.233893,0.045292,-0.279185,-0.015891
attn_L9_H16,1S3CA,0.090867,-0.124084,0.214952,0.032878
attn_L9_H16,1T2WA,-0.179513,0.020841,-0.200354,-0.043017
attn_L9_H16,1U2KA,-0.110714,-0.352816,0.242102,0.016641
attn_L9_H16,2CZQA,-0.299046,-0.488341,0.189295,0.012897
attn_L9_H16,2D2EA,0.018904,-0.203975,0.222880,0.013824
attn_L9_H16,2D59A,0.001981,0.003629,-0.001648,-0.000178
attn_L9_H16,2D5MA,-0.073557,0.150733,-0.224290,-0.018520
attn_L9_H16,2DYIA,-0.057443,-0.084823,0.027380,0.002732
attn_L9_H16,2GK4A,-0.036560,-0.333037,0.296477,0.033548
attn_L9_H16,2II1A,-0.229605,-0.100870,-0.128735,-0.009549
attn_L9_H16,2O2KA,0.110635,0.126855,-0.016220,-0.002683
attn_L9_H16,2OZEA,-0.284172,-0.065465,-0.218707,-0.022411
attn_L9_H16,2PJZA,-0.123378,-0.055025,-0.068353,-0.005102
attn_L9_H16,2WAWA,-0.237667,-0.290531,0.052864,0.003044
attn_L9_H16,2YC3A,-0.053628,0.066925,-0.120553,-0.011528
attn_L9_H16,3BZMA,0.009862,-0.020072,0.029934,0.010459
attn_L9_H16,3C8MA,-0.279036,-0.118902,-0.160134,-0.008128
attn_L9_H16,3EYEA,-0.455801,-0.317921,-0.137880,-0.009559
attn_L9_H16,3FF9A,-0.005498,0.077732,-0.083230,-0.014227
attn_L9_H16,3FZ4A,-0.073470,-0.037909,-0.035560,-0.004103
attn_L9_H16,3G5TA,-0.029758,0.008519,-0.038278,-0.001900
attn_L9_H16,3GX8A,0.172208,0.060347,0.111861,0.011487
attn_L9_H16,3JRNA,-0.353579,-0.085368,-0.268211,-0.016249
attn_L9_H16,3L51A,-0.331803,-0.095974,-0.235829,-0.025241
attn_L9_H16,3LWXA,-0.055042,-0.334771,0.279729,0.042870
attn_L9_H16,3N08A,0.155185,0.278708,-0.123524,-0.012655
attn_L9_H16,3NY7A,-0.075863,0.101080,-0.176943,-0.016312
attn_L9_H16,3PU9A,0.051127,-0.042671,0.093798,0.006347
attn_L9_H16,3R6DA,-0.026130,0.205061,-0.231191,-0.016958
attn_L9_H16,3RHBA,0.029974,0.067980,-0.038006,-0.002832
attn_L9_H16,3ZSJA,-0.014760,0.117209,-0.131969,-0.010226
attn_L9_H16,4GS1A,0.205992,0.047388,0.158603,0.020636
attn_L9_H16,4I8HA,0.156705,0.015592,0.141113,0.021676
attn_L9_H16,4K8WA,-0.116061,-0.462262,0.346202,0.039332
attn_L9_H16,4LBHA,0.063178,0.086419,-0.023241,-0.002662
attn_L9_H16,4LH6A,-0.123007,0.129678,-0.252685,-0.015547
attn_L9_H16,4MUOA,-0.276940,-0.059439,-0.217501,-0.010578
attn_L9_H16,4MZCA,-0.405701,-0.092767,-0.312934,-0.036764
attn_L9_H16,4PEDA,0.446919,0.051230,0.395690,0.015586
attn_L9_H16,4RVCA,0.026862,0.189796,-0.162934,-0.013962
attn_L9_H16,4TL6A,-0.229251,-0.459157,0.229906,0.015606
attn_L9_H16,4WBJA,-0.193439,0.094572,-0.288011,-0.025134
attn_L9_H16,4XRAA,-0.253431,0.566414,-0.819845,-0.038907
attn_L9_H16,5AJGA,0.032127,-0.103791,0.135918,0.008672
attn_L9_H17,1CUKA,0.002538,-0.127353,0.129891,0.010072
attn_L9_H17,1F86A,0.257896,0.059578,0.198318,0.016814
attn_L9_H17,1G3QA,0.203355,0.050360,0.152995,0.009925
attn_L9_H17,1H4XA,-0.062220,0.105489,-0.167708,-0.007162
attn_L9_H17,1HDKA,-0.052254,-0.039423,-0.012831,-0.001141
attn_L9_H17,1KMVA,0.016620,0.136091,-0.119471,-0.006800
attn_L9_H17,1S3CA,0.014335,0.219679,-0.205344,-0.031409
attn_L9_H17,1T2WA,-0.091070,-0.266843,0.175773,0.037740
attn_L9_H17,1U2KA,0.097615,0.162874,-0.065259,-0.004486
attn_L9_H17,2CZQA,0.134394,0.078798,0.055596,0.003788
attn_L9_H17,2D2EA,0.178124,0.049525,0.128598,0.007976
attn_L9_H17,2D59A,0.258285,-0.030334,0.288619,0.031113
attn_L9_H17,2D5MA,0.026873,-0.092752,0.119625,0.009878
attn_L9_H17,2DYIA,0.001262,0.056769,-0.055508,-0.005539
attn_L9_H17,2GK4A,0.068326,0.086946,-0.018620,-0.002107
attn_L9_H17,2II1A,-0.036501,0.094749,-0.131250,-0.009735
attn_L9_H17,2O2KA,0.124282,0.027362,0.096920,0.016029
attn_L9_H17,2OZEA,0.190368,0.025453,0.164915,0.016899
attn_L9_H17,2PJZA,0.256135,0.209427,0.046708,0.003486
attn_L9_H17,2WAWA,0.329641,0.057409,0.272232,0.015675
attn_L9_H17,2YC3A,0.132317,0.116302,0.016015,0.001531
attn_L9_H17,3BZMA,-0.173312,-0.109009,-0.064303,-0.022468
attn_L9_H17,3C8MA,-0.164922,-0.075584,-0.089338,-0.004534
attn_L9_H17,3EYEA,0.374750,0.042874,0.331876,0.023009
attn_L9_H17,3FF9A,0.042176,-0.358067,0.400243,0.068417
attn_L9_H17,3FZ4A,0.311816,-0.037633,0.349449,0.040318
attn_L9_H17,3G5TA,0.055794,-0.034649,0.090443,0.004488
attn_L9_H17,3GX8A,-0.300979,-0.093869,-0.207111,-0.021269
attn_L9_H17,3JRNA,0.419269,0.330376,0.088894,0.005385
attn_L9_H17,3L51A,0.185301,0.153404,0.031897,0.003414
attn_L9_H17,3LWXA,-0.110553,-0.177252,0.066699,0.010222
attn_L9_H17,3N08A,-0.105938,-0.157659,0.051722,0.005299
attn_L9_H17,3NY7A,-0.308439,0.063022,-0.371462,-0.034245
attn_L9_H17,3PU9A,1.403127,0.294001,1.109126,0.075046
attn_L9_H17,3R6DA,0.342334,0.044821,0.297513,0.021822
attn_L9_H17,3RHBA,-0.443347,-0.018712,-0.424635,-0.031638
attn_L9_H17,3ZSJA,0.107378,-0.158470,0.265847,0.020599
attn_L9_H17,4GS1A,0.105930,0.091770,0.014160,0.001842
attn_L9_H17,4I8HA,0.084899,0.101450,-0.016551,-0.002542
attn_L9_H17,4K8WA,-0.064982,-0.139861,0.074879,0.008507
attn_L9_H17,4LBHA,-0.190667,0.030875,-0.221542,-0.025374
attn_L9_H17,4LH6A,-0.006396,-0.205412,0.199016,0.012245
attn_L9_H17,4MUOA,0.686226,-0.081318,0.767544,0.037327
attn_L9_H17,4MZCA,-0.251789,-0.423284,0.171494,0.020147
attn_L9_H17,4PEDA,-0.252941,-0.091869,-0.161072,-0.006345
attn_L9_H17,4RVCA,0.269727,-0.076003,0.345731,0.029627
attn_L9_H17,4TL6A,0.941442,0.413174,0.528268,0.035858
attn_L9_H17,4WBJA,0.087399,-0.348564,0.435963,0.038046
attn_L9_H17,4XRAA,0.024778,-0.206100,0.230878,0.010957
attn_L9_H17,5AJGA,0.340170,0.117291,0.222879,0.014220
attn_L9_H18,1CUKA,-0.010899,0.112221,-0.123121,-0.009547
attn_L9_H18,1F86A,0.098032,0.171639,-0.073607,-0.006241
attn_L9_H18,1G3QA,0.421770,-0.073048,0.494818,0.032099
attn_L9_H18,1H4XA,0.177413,-0.035521,0.212934,0.009094
attn_L9_H18,1HDKA,-0.073371,0.321202,-0.394573,-0.035098
attn_L9_H18,1KMVA,0.089345,0.191224,-0.101879,-0.005799
attn_L9_H18,1S3CA,-0.051275,0.147667,-0.198942,-0.030430
attn_L9_H18,1T2WA,0.416387,0.537104,-0.120717,-0.025919
attn_L9_H18,1U2KA,0.081631,0.163249,-0.081618,-0.005610
attn_L9_H18,2CZQA,0.258649,0.145549,0.113100,0.007705
attn_L9_H18,2D2EA,0.235219,0.271300,-0.036081,-0.002238
attn_L9_H18,2D59A,0.153976,0.290612,-0.136636,-0.014729
attn_L9_H18,2D5MA,-0.023203,0.143571,-0.166774,-0.013771
attn_L9_H18,2DYIA,0.039559,-0.252820,0.292379,0.029177
attn_L9_H18,2GK4A,0.006401,0.167971,-0.161570,-0.018283
attn_L9_H18,2II1A,0.023809,0.136245,-0.112435,-0.008340
attn_L9_H18,2O2KA,-0.025923,0.065919,-0.091842,-0.015189
attn_L9_H18,2OZEA,0.494722,0.209550,0.285172,0.029222
attn_L9_H18,2PJZA,0.469317,0.103727,0.365590,0.027289
attn_L9_H18,2WAWA,0.154474,0.120415,0.034059,0.001961
attn_L9_H18,2YC3A,0.190389,0.063686,0.126703,0.012116
attn_L9_H18,3BZMA,0.364698,0.238348,0.126350,0.044149
attn_L9_H18,3C8MA,0.016659,0.130072,-0.113412,-0.005756
attn_L9_H18,3EYEA,0.120130,0.190594,-0.070464,-0.004885
attn_L9_H18,3FF9A,0.053390,0.192543,-0.139152,-0.023786
attn_L9_H18,3FZ4A,0.307962,0.484911,-0.176949,-0.020416
attn_L9_H18,3G5TA,-0.124502,0.427774,-0.552276,-0.027408
attn_L9_H18,3GX8A,0.207349,0.451834,-0.244485,-0.025107
attn_L9_H18,3JRNA,0.435078,0.515640,-0.080562,-0.004881
attn_L9_H18,3L51A,0.198107,0.161110,0.036997,0.003960
attn_L9_H18,3LWXA,0.162668,0.430125,-0.267457,-0.040989
attn_L9_H18,3N08A,0.033010,-0.126552,0.159562,0.016348
attn_L9_H18,3NY7A,0.220264,-0.006740,0.227003,0.020927
attn_L9_H18,3PU9A,-0.258886,-0.043685,-0.215201,-0.014561
attn_L9_H18,3R6DA,0.388604,0.170242,0.218362,0.016017
attn_L9_H18,3RHBA,-0.073462,-0.062866,-0.010596,-0.000790
attn_L9_H18,3ZSJA,0.118739,-0.079548,0.198287,0.015364
attn_L9_H18,4GS1A,0.277040,0.266954,0.010086,0.001312
attn_L9_H18,4I8HA,0.198216,0.086895,0.111322,0.017100
attn_L9_H18,4K8WA,-0.268544,0.337216,-0.605760,-0.068820
attn_L9_H18,4LBHA,0.307473,0.247594,0.059879,0.006858
attn_L9_H18,4LH6A,0.269790,0.488885,-0.219095,-0.013480
attn_L9_H18,4MUOA,0.692075,0.244743,0.447333,0.021755
attn_L9_H18,4MZCA,0.060178,0.271487,-0.211309,-0.024825
attn_L9_H18,4PEDA,-0.047508,0.000368,-0.047876,-0.001886
attn_L9_H18,4RVCA,0.359583,0.047897,0.311686,0.026709
attn_L9_H18,4TL6A,0.197757,0.078619,0.119137,0.008087
attn_L9_H18,4WBJA,0.545192,0.745059,-0.199866,-0.017442
attn_L9_H18,4XRAA,0.361661,0.133620,0.228041,0.010822
attn_L9_H18,5AJGA,0.360202,-0.028898,0.389100,0.024825
attn_L9_H19,1CUKA,-0.231659,-0.224494,-0.007166,-0.000556
attn_L9_H19,1F86A,-0.168930,-0.125249,-0.043681,-0.003703
attn_L9_H19,1G3QA,-0.159330,-0.516609,0.357279,0.023177
attn_L9_H19,1H4XA,-0.091795,-0.117484,0.025689,0.001097
attn_L9_H19,1HDKA,-0.118436,-0.260614,0.142178,0.012647
attn_L9_H19,1KMVA,-0.310129,-0.191540,-0.118589,-0.006750
attn_L9_H19,1S3CA,-0.318899,-0.179554,-0.139345,-0.021314
attn_L9_H19,1T2WA,-0.263113,-0.182276,-0.080837,-0.017356
attn_L9_H19,1U2KA,-0.367455,-0.436101,0.068646,0.004718
attn_L9_H19,2CZQA,-0.227117,0.018601,-0.245718,-0.016741
attn_L9_H19,2D2EA,-0.208556,-0.243226,0.034670,0.002150
attn_L9_H19,2D59A,-0.159265,-0.080444,-0.078821,-0.008497
attn_L9_H19,2D5MA,-0.177762,-0.261377,0.083615,0.006904
attn_L9_H19,2DYIA,-0.252944,-0.108947,-0.143997,-0.014370
attn_L9_H19,2GK4A,-0.313022,-0.178919,-0.134103,-0.015175
attn_L9_H19,2II1A,-0.186632,-0.308368,0.121736,0.009030
attn_L9_H19,2O2KA,-0.089343,0.005238,-0.094582,-0.015642
attn_L9_H19,2OZEA,-0.247178,-0.323157,0.075979,0.007786
attn_L9_H19,2PJZA,-0.106099,-0.168061,0.061962,0.004625
attn_L9_H19,2WAWA,-0.784945,-0.087823,-0.697121,-0.040139
attn_L9_H19,2YC3A,-0.337962,-0.225799,-0.112163,-0.010725
attn_L9_H19,3BZMA,-0.142927,-0.212104,0.069177,0.024172
attn_L9_H19,3C8MA,-0.233054,-0.037799,-0.195256,-0.009910
attn_L9_H19,3EYEA,-0.173144,-0.178531,0.005388,0.000374
attn_L9_H19,3FF9A,-0.211168,0.083271,-0.294439,-0.050331
attn_L9_H19,3FZ4A,-0.430998,-0.069974,-0.361023,-0.041654
attn_L9_H19,3G5TA,-0.831173,-0.150543,-0.680630,-0.033778
attn_L9_H19,3GX8A,-0.245581,-0.266128,0.020547,0.002110
attn_L9_H19,3JRNA,-0.141130,-0.226251,0.085121,0.005157
attn_L9_H19,3L51A,-0.011983,-0.066423,0.054440,0.005827
attn_L9_H19,3LWXA,0.528874,0.230825,0.298048,0.045678
attn_L9_H19,3N08A,-0.016762,0.015502,-0.032264,-0.003306
attn_L9_H19,3NY7A,0.040330,-0.150417,0.190747,0.017585
attn_L9_H19,3PU9A,0.246121,0.043544,0.202577,0.013707
attn_L9_H19,3R6DA,-0.068221,-0.333803,0.265582,0.019480
attn_L9_H19,3RHBA,-0.304365,0.091731,-0.396096,-0.029512
attn_L9_H19,3ZSJA,0.016219,-0.194251,0.210470,0.016308
attn_L9_H19,4GS1A,-0.069522,-0.193804,0.124283,0.016170
attn_L9_H19,4I8HA,-0.168575,-0.375461,0.206885,0.031779
attn_L9_H19,4K8WA,0.176209,0.134588,0.041621,0.004729
attn_L9_H19,4LBHA,-0.289050,-0.196687,-0.092362,-0.010579
attn_L9_H19,4LH6A,0.326761,-0.069252,0.396013,0.024365
attn_L9_H19,4MUOA,-0.449845,-0.290329,-0.159517,-0.007758
attn_L9_H19,4MZCA,-0.328491,-0.145188,-0.183303,-0.021535
attn_L9_H19,4PEDA,0.013700,-0.348130,0.361831,0.014253
attn_L9_H19,4RVCA,-0.336303,-0.614042,0.277739,0.023800
attn_L9_H19,4TL6A,0.009266,-0.056880,0.066147,0.004490
attn_L9_H19,4WBJA,-0.392400,0.043529,-0.435928,-0.038043
attn_L9_H19,4XRAA,-0.324295,-0.204174,-0.120121,-0.005700
attn_L9_H19,5AJGA,-0.215322,-0.249941,0.034619,0.002209
mlp_L0,1CUKA,-0.523119,-0.399551,-0.123569,-0.009582
mlp_L0,1F86A,-0.048558,-0.108417,0.059859,0.005075
mlp_L0,1G3QA,-0.066688,-0.210089,0.143401,0.009302
mlp_L0,1H4XA,0.461777,0.650385,-0.188608,-0.008055
mlp_L0,1HDKA,-0.448759,-0.499632,0.050872,0.004525
mlp_L0,1KMVA,-0.177858,-0.130184,-0.047674,-0.002714
mlp_L0,1S3CA,-0.150503,-0.177395,0.026893,0.004113
mlp_L0,1T2WA,-0.175500,0.036708,-0.212207,-0.045562
mlp_L0,1U2KA,-0.169002,-0.075801,-0.093201,-0.006406
mlp_L0,2CZQA,-0.243345,-0.291522,0.048177,0.003282
mlp_L0,2D2EA,-0.064624,-0.137947,0.073323,0.004548
mlp_L0,2D59A,-0.095002,-0.221343,0.126341,0.013620
mlp_L0,2D5MA,-0.275696,-0.510552,0.234856,0.019393
mlp_L0,2DYIA,0.401289,0.236596,0.164693,0.016435
mlp_L0,2GK4A,-0.369138,-0.366824,-0.002314,-0.000262
mlp_L0,2II1A,-0.179946,-0.179250,-0.000695,-0.000052
mlp_L0,2O2KA,-0.934570,-0.068717,-0.865854,-0.143198
mlp_L0,2OZEA,-0.118638,-0.113205,-0.005433,-0.000557
mlp_L0,2PJZA,-0.035833,-0.139524,0.103691,0.007740
mlp_L0,2WAWA,-0.051579,-0.134156,0.082578,0.004755
mlp_L0,2YC3A,0.063480,-0.130871,0.194350,0.018584
mlp_L0,3BZMA,-0.070178,-0.101914,0.031736,0.011089
mlp_L0,3C8MA,0.050707,0.006689,0.044019,0.002234
mlp_L0,3EYEA,-0.379501,-0.347469,-0.032031,-0.002221
mlp_L0,3FF9A,-0.187966,0.039773,-0.227739,-0.038929
mlp_L0,3FZ4A,0.034894,0.045097,-0.010203,-0.001177
mlp_L0,3G5TA,-0.069000,-0.034733,-0.034267,-0.001701
mlp_L0,3GX8A,-0.340151,-0.462579,0.122428,0.012572
mlp_L0,3JRNA,0.021872,0.091440,-0.069568,-0.004215
mlp_L0,3L51A,-0.025367,0.096479,-0.121846,-0.013041
mlp_L0,3LWXA,-0.066021,-0.106729,0.040709,0.006239
mlp_L0,3N08A,0.103277,0.163651,-0.060374,-0.006185
mlp_L0,3NY7A,-0.215562,0.002013,-0.217575,-0.020058
mlp_L0,3PU9A,-0.561693,-0.318203,-0.243490,-0.016475
mlp_L0,3R6DA,-0.075342,-0.260964,0.185622,0.013615
mlp_L0,3RHBA,-0.119216,-0.204054,0.084837,0.006321
mlp_L0,3ZSJA,-0.146871,-0.073252,-0.073619,-0.005704
mlp_L0,4GS1A,-0.079257,0.068110,-0.147366,-0.019174
mlp_L0,4I8HA,-0.300939,-0.163630,-0.137309,-0.021092
mlp_L0,4K8WA,-0.052316,-0.035574,-0.016742,-0.001902
mlp_L0,4LBHA,-0.216500,-0.202597,-0.013903,-0.001592
mlp_L0,4LH6A,-0.188032,-0.197126,0.009094,0.000560
mlp_L0,4MUOA,-0.182688,-0.197397,0.014708,0.000715
mlp_L0,4MZCA,-0.212486,-0.164242,-0.048244,-0.005668
mlp_L0,4PEDA,0.031432,-0.006204,0.037636,0.001483
mlp_L0,4RVCA,0.012958,-0.102273,0.115231,0.009874
mlp_L0,4TL6A,-0.409302,-0.281758,-0.127545,-0.008658
mlp_L0,4WBJA,-0.163957,-0.294934,0.130977,0.011430
mlp_L0,4XRAA,-0.035623,0.044759,-0.080382,-0.003815
mlp_L0,5AJGA,-0.129661,-0.202352,0.072690,0.004638
mlp_L1,1CUKA,0.949075,1.398664,-0.449589,-0.034861
mlp_L1,1F86A,1.090319,1.035308,0.055011,0.004664
mlp_L1,1G3QA,1.328511,1.347136,-0.018625,-0.001208
mlp_L1,1H4XA,-0.119913,-0.263321,0.143408,0.006125
mlp_L1,1HDKA,1.289806,1.297248,-0.007442,-0.000662
mlp_L1,1KMVA,0.925339,0.927610,-0.002271,-0.000129
mlp_L1,1S3CA,0.259330,0.495374,-0.236044,-0.036105
mlp_L1,1T2WA,0.337154,0.170789,0.166365,0.035720
mlp_L1,1U2KA,0.996498,0.952156,0.044343,0.003048
mlp_L1,2CZQA,0.997164,1.141852,-0.144688,-0.009858
mlp_L1,2D2EA,1.123583,1.306812,-0.183229,-0.011365
mlp_L1,2D59A,1.454219,1.300723,0.153496,0.016547
mlp_L1,2D5MA,1.215524,1.426543,-0.211019,-0.017424
mlp_L1,2DYIA,0.978747,1.060092,-0.081346,-0.008118
mlp_L1,2GK4A,0.959758,1.217183,-0.257425,-0.029129
mlp_L1,2II1A,1.151976,1.083434,0.068542,0.005084
mlp_L1,2O2KA,0.660135,0.856199,-0.196064,-0.032426
mlp_L1,2OZEA,0.945657,0.706031,0.239626,0.024554
mlp_L1,2PJZA,1.351696,1.445813,-0.094117,-0.007025
mlp_L1,2WAWA,1.396855,1.670959,-0.274104,-0.015782
mlp_L1,2YC3A,0.724384,0.376071,0.348313,0.033307
mlp_L1,3BZMA,1.009411,1.031232,-0.021821,-0.007625
mlp_L1,3C8MA,0.898297,0.833334,0.064963,0.003297
mlp_L1,3EYEA,1.253171,1.440560,-0.187388,-0.012992
mlp_L1,3FF9A,0.107533,-0.033266,0.140799,0.024068
mlp_L1,3FZ4A,0.461663,0.037048,0.424615,0.048991
mlp_L1,3G5TA,0.868190,0.889008,-0.020817,-0.001033
mlp_L1,3GX8A,1.768757,1.691136,0.077621,0.007971
mlp_L1,3JRNA,1.019775,0.955656,0.064119,0.003884
mlp_L1,3L51A,0.984453,1.078087,-0.093633,-0.010022
mlp_L1,3LWXA,0.902887,0.702889,0.199998,0.030651
mlp_L1,3N08A,0.062854,-0.526530,0.589384,0.060384
mlp_L1,3NY7A,0.862600,1.249867,-0.387268,-0.035702
mlp_L1,3PU9A,0.607049,0.688259,-0.081211,-0.005495
mlp_L1,3R6DA,1.528045,1.552069,-0.024024,-0.001762
mlp_L1,3RHBA,1.041745,0.879427,0.162317,0.012094
mlp_L1,3ZSJA,1.232148,0.883816,0.348333,0.026991
mlp_L1,4GS1A,0.624166,1.006149,-0.381983,-0.049700
mlp_L1,4I8HA,1.178525,1.482985,-0.304460,-0.046768
mlp_L1,4K8WA,0.834087,0.516393,0.317693,0.036093
mlp_L1,4LBHA,0.972353,0.790597,0.181756,0.020817
mlp_L1,4LH6A,1.004515,1.460611,-0.456096,-0.028061
mlp_L1,4MUOA,0.712204,0.556299,0.155905,0.007582
mlp_L1,4MZCA,1.118694,1.062838,0.055856,0.006562
mlp_L1,4PEDA,0.983030,0.870350,0.112680,0.004439
mlp_L1,4RVCA,0.776308,0.228232,0.548077,0.046966
mlp_L1,4TL6A,0.890458,0.988406,-0.097948,-0.006649
mlp_L1,4WBJA,0.872435,0.785086,0.087349,0.007623
mlp_L1,4XRAA,0.576495,-0.114781,0.691276,0.032805
mlp_L1,5AJGA,1.096920,1.418280,-0.321360,-0.020503
mlp_L2,1CUKA,1.572807,1.432037,0.140770,0.010915
mlp_L2,1F86A,0.674398,0.512167,0.162231,0.013755
mlp_L2,1G3QA,1.510991,1.822933,-0.311942,-0.020236
mlp_L2,1H4XA,1.655625,1.604053,0.051572,0.002203
mlp_L2,1HDKA,1.386183,1.545902,-0.159718,-0.014207
mlp_L2,1KMVA,1.100667,1.194009,-0.093342,-0.005313
mlp_L2,1S3CA,2.409119,2.075085,0.334034,0.051093
